,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
1829,"Laugh Now, Cry Later",Ice Cube,Hip Hop,Why We Thugs,0.326,0.6829999999999999,224107,0.59,0.0,1,0.14800000000000002,-5.422999999999999,1,0.45799999999999996,100.89200000000001,4,0.653,,5880eYQmXx3c3oD22IljIt,,,
1830,Eazy-Duz-It,Eazy-E,Hip Hop,No More ?'s,0.0152,0.9359999999999999,234360,0.81,1.86e-06,7,0.304,-4.755,1,0.225,105.62100000000001,4,0.631,,7y9yjpRtZajYzVpXHRjwGz,,,
1831,Gangsta Memorial (Explicit),Eazy-E,Hip Hop,Ole School Shit,0.00132,0.787,242107,0.6709999999999999,0.0,1,0.0783,-5.308,0,0.0906,81.89699999999999,4,0.637,Cool,5ZPzHLzi0ohJbMAKkJ8APZ,Cool,-1.0,-1.0
1832,All Eyez On Me,2Pac,Hip Hop,Heaven Ain't Hard 2 Find,0.15,0.782,239227,0.818,0.0,7,0.0753,-5.322,0,0.113,174.27,4,0.847,,0BUl2dAZtoyQnpQRQT3yiy,,,
1833,The Best Of N.W.A: The Strength Of Street Knowledge,N.W.A.,Hip Hop,Dope Man,0.007690000000000001,0.753,375733,0.7020000000000001,0.0,7,0.12300000000000001,-7.922000000000001,1,0.271,176.483,4,0.727,,7MMfKdXKwnnZBT8vIuCvLs,,,
1834,N.W.A. Greatest Hits (World),N.W.A.,Hip Hop,100 Miles And Runnin',0.0149,0.725,275627,0.9309999999999999,0.0,6,0.268,-5.737,0,0.24,110.243,4,0.5489999999999999,,7Fr7IW6tm3DvGIJT1T6NXO,,,
1835,Stankonia,OutKast,Hip Hop,Ms. Jackson,0.142,0.843,270507,0.805,0.0,4,0.0771,-5.946000000000001,0,0.26899999999999996,94.946,4,0.615,,0I3q5fE6wg7LIfHGngUTnV,,,
1836,Picture This,Do Or Die,Hip Hop,Po Pimp,0.0623,0.81,234827,0.428,0.0,0,0.11599999999999999,-14.248,1,0.272,142.075,4,0.649,,66AMCAjrOk7c957i3ej06f,,,
1837,Raising Hell,Run–D.M.C.,Hip Hop,Peter Piper,0.007890000000000001,0.862,203333,0.424,0.000261,7,0.166,-13.717,1,0.308,105.49799999999999,4,0.564,,5gsY63Dq5ht0LEvydhj9lA,,,
1838,The Hits Collection Volume One (Deluxe),JAY Z,Hip Hop,Big Pimpin',0.24,0.812,284400,0.96,0.0045,11,0.044000000000000004,-0.166,0,0.175,138.05100000000002,4,0.9620000000000001,,3dzjjQChozuS8wOOen1ypj,,,
1839,Greatest Hits,Scarface,Hip Hop,Smile,0.0498,0.7,300600,0.402,1.04e-06,5,0.16,-9.93,0,0.278,77.87100000000001,4,0.499,,2wxO3ZydJTZRi4Bbc02q7i,,,
1840,"Big Boi & Dre Present, Outkast",OutKast,Hip Hop,Player's Ball,0.0785,0.848,263187,0.873,0.0,10,0.354,-3.4219999999999997,0,0.231,93.083,4,0.588,,2k4OgCBD10B1cMKjEBjUFH,,,
1841,Kings Of Crunk,Ying Yang Twins,Hip Hop,Get Low,0.0301,0.521,334067,0.625,0.0,1,0.121,-7.47,1,0.067,101.01899999999999,4,0.136,,0r2Bul2NuCViraT2zX1l5j,,,
1842,The Massacre,50 Cent,Hip Hop,Just A Lil Bit,0.0397,0.7240000000000001,237707,0.6920000000000001,0.00477,1,0.314,-6.75,1,0.324,96.93700000000001,4,0.532,,68IM0wOuxlrbwk0zgmi9dk,,,
1843,Ruthless For Life,MC Ren,Hip Hop,Ruthless For Life,0.171,0.778,264533,0.867,0.0,1,0.13,-6.586,1,0.256,94.978,4,0.547,Energizing,4Cg05r39aFjzN1UN9jTK4O,Energizing,2.0,0.0
1844,Best of UGK,UGK,Hip Hop,"Front, Back & Side to Side",0.0198,0.815,314667,0.635,6.46e-06,11,0.0633,-5.5920000000000005,0,0.113,150.035,4,0.8270000000000001,Cool,25LdAY7Z3L4f4vxQDmZOsR,Cool,-1.0,-1.0
1845,Thug Life: Volume 1,Thug Life,Hip Hop,Bury Me A G,0.405,0.746,298867,0.848,0.0,4,0.385,-8.025,0,0.34600000000000003,97.956,4,0.657,,4oDcVoJb3xYz5RDyBzkRJY,,,
1846,The Don Killuminati: The 7 Day Theory,Makaveli,Hip Hop,Toss It Up,0.0675,0.7659999999999999,306267,0.7959999999999999,0.0,1,0.113,-4.377,0,0.266,92.053,4,0.5710000000000001,,5ODyMvsNk3iCgmXJ4Sze4D,,,
1847,Gangsta Grillz 9,DJ Drama,Hip Hop,See About Ya,0.0116,0.691,258360,0.624,6.19e-05,11,0.595,-10.844000000000001,0,0.345,157.946,4,0.706,Cool,6fZTiaCRCr9FanipScCdPo,Cool,-1.0,-1.0
1848,The Massacre,50 Cent,Hip Hop,Disco Inferno,0.26,0.9209999999999999,214227,0.659,6.82e-05,2,0.21600000000000003,-4.852,0,0.25,97.055,4,0.6629999999999999,,2bvwaRaRVF3inbXIig555h,,,
1849,Get Rich Or Die Tryin',50 Cent,Hip Hop,What Up Gangsta,0.00225,0.67,179467,0.7879999999999999,0.0,11,0.11,-2.43,0,0.0445,82.49799999999999,4,0.292,,59q0gDvWPoL2DQ1SAt5ZLY,,,
1850,Get Rich Or Die Tryin',50 Cent,Hip Hop,Like My Style,0.23800000000000002,0.7879999999999999,193253,0.816,0.0,5,0.326,-2.235,0,0.32799999999999996,125.206,5,0.826,,4ksfLHFX03oPI10oYgpO1R,,,
1851,2001,Dr. Dre,Hip Hop,The Message,0.0421,0.7140000000000001,303973,0.611,7.159999999999999e-05,6,0.131,-4.236000000000001,1,0.0833,82.45100000000001,4,0.795,Sensual,4C727mBCebBW0zvPdwQhOE,Sensual,0.0,0.0
1852,2001,Dr. Dre,Hip Hop,Bitch Niggaz,0.39899999999999997,0.691,253560,0.726,0.0,4,0.282,-1.953,0,0.39,77.07300000000001,1,0.597,,5XkeTGKcCkGF8l6fA9YpsS,,,
1853,2001 (Explicit Version),Dr. Dre,Hip Hop,What's The Difference,0.252,0.782,244267,0.8190000000000001,0.0,11,0.133,-0.158,0,0.251,91.824,4,0.725,,2Dts49OexROL2KvCK2sokf,,,
1854,2001 (Explicit Version),Dr. Dre,Hip Hop,Murder Ink,0.0249,0.7490000000000001,148333,0.893,2.8999999999999997e-05,7,0.496,-1.145,1,0.26899999999999996,88.01799999999999,4,0.8,,4F4YSSwkuZjH0viCgq7Tc4,,,
1855,Greatest Hits: Naughty's Nicest (US Release),Naughty By Nature,Hip Hop,Hip Hop Hooray,0.105,0.8170000000000001,261280,0.882,0.0,6,0.355,-8.719,0,0.105,99.204,4,0.7509999999999999,,0IGqFsBp1eI5kxAReABcv2,,,
1856,Rhino Hi-Five: Naughty By Nature,Naughty By Nature,Hip Hop,Feel Me Flow,0.0468,0.805,212560,0.754,1.79e-06,8,0.0855,-6.678999999999999,0,0.156,90.214,4,0.8440000000000001,,5cKQS9890SpoU2DyqclNWG,,,
1857,The Definitive Collection,Hip Hop Classics,Hip Hop,O.P.P.,0.0254,0.8759999999999999,128784,0.902,1.36e-06,4,0.105,-9.628,0,0.11900000000000001,104.361,4,0.759,,4gEsgkvHO7MKMEVnBbQudj,,,
1858,No Diggity: The Very Best Of Blackstreet,Blackstreet,Hip Hop,No Diggity,0.34700000000000003,0.8590000000000001,305707,0.649,0.0,1,0.128,-4.753,0,0.218,88.647,4,0.715,,5eyIfIp6IafrdAjRnZF6ql,,,
1859,Bad Boy's 10th Anniversary- The Hits,Total,Hip Hop,Can't You See,0.157,0.715,277320,0.721,1.75e-06,8,0.309,-5.622000000000001,0,0.0541,86.26,4,0.807,,1poK64Wt7p7VwrAbFgD5hS,,,
1860,Do You Wanna Ride?,Adina Howard,Hip Hop,Freak Like Me,0.0262,0.655,253613,0.8370000000000001,5.85e-06,11,0.0454,-6.04,0,0.0723,91.014,4,0.66,Sensual,6Vas6h9lB5mmeVDXdFqlQA,Sensual,0.0,0.0
1861,Greatest Hits,Nas,Hip Hop,Made You Look,0.188,0.655,203360,0.932,0.0,5,0.355,-5.033,0,0.312,95.522,4,0.713,,7Ivn1AgtIVM708UdwKASbc,,,
1862,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan,Hip Hop,Shame On a Nigga,0.0846,0.889,177067,0.466,7.44e-06,1,0.384,-10.74,1,0.36,100.17,4,0.40299999999999997,Cool,7IwURvEfVcdxUCjLKUu6sv,Cool,-1.0,-1.0
1863,Def Jam Music Group Tenth Year Anniversary Box Set,Onyx,Hip Hop,Slam,0.0437,0.807,217013,0.917,0.000466,9,0.871,-6.841,1,0.43,98.18799999999999,4,0.698,,6dBQ5asGzaKH9313wBxvIz,,,
1864,Strictly 4 My N.I.G.G.A.Z...,2Pac,Hip Hop,I Get Around,0.157,0.8490000000000001,259000,0.42200000000000004,1.1900000000000001e-05,10,0.255,-13.95,0,0.122,96.21600000000001,4,0.624,,4voEoczU7Ijborps9XF1n3,,,
1865,New Jack Swing - R&B Hip Hop Hits,Bobby Brown,Hip Hop,Don't Be Cruel - Re-Recorded,0.00212,0.713,259762,0.84,1.51e-05,6,0.0695,-7.034,0,0.0446,100.844,4,0.853,,2RhDRSGU8YDt2HkOMWhQrf,,,
1866,The Best Of Bobby Brown 20th Century Masters The Millennium Collection,Bobby Brown,Hip Hop,Every Little Step,0.007559999999999999,0.47,238080,0.932,0.000109,1,0.0649,-5.699,0,0.0777,200.733,4,0.9209999999999999,,31WbCaQjJGV6lTNbDsUYXb,,,
1867,The Very Best Of En Vogue (Digital),En Vogue,Hip Hop,"Give It Up, Turn It Loose",0.19,0.836,312040,0.58,0.000271,1,0.0379,-8.777999999999999,1,0.0692,93.015,4,0.9390000000000001,Energizing,0BdAjgQqEb12CyH19xBU2N,Energizing,2.0,0.0
1868,The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection,Salt-N-Pepa,Hip Hop,Shake Your Thang (It's Your Thing),0.165,0.87,240867,0.76,0.0,7,0.113,-7.688,1,0.204,102.992,4,0.746,,3SR5YO0lKhCy5A5cTd3Xzo,,,
1869,The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection,Salt-N-Pepa,Hip Hop,Expression,0.022000000000000002,0.94,234960,0.732,0.0,6,0.0501,-5.287000000000001,0,0.0814,107.757,4,0.843,,3JempQ95v2ScWFBAGko352,,,
1870,The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection,Salt-N-Pepa,Hip Hop,Whatta Man,0.133,0.755,308240,0.68,2.56e-05,5,0.191,-6.75,1,0.195,173.16,4,0.89,Cool,7yQsd17sVkOLaDwa4tz9dT,Cool,-1.0,-1.0
1871,The Best Of Queen Latifah 20th Century Masters The Millennium Collection,Queen Latifah,Hip Hop,U.N.I.T.Y. - Album Version (Edited),0.0402,0.569,248027,0.76,0.000596,2,0.121,-8.81,1,0.37,94.001,4,0.39299999999999996,,5cfjHBdMjf0x07VZD70MlE,,,
1872,R U Still Down? [Remember Me],2Pac,Hip Hop,Do For Love,0.0536,0.87,281600,0.645,0.0015199999999999999,1,0.0651,-3.9560000000000004,1,0.307,94.99799999999999,4,0.746,,4AE7Lj39VnSZNOmGH2iZaq,,,
1873,Bell Biv DeVoe Greatest Hits,Bell Biv DeVoe,Hip Hop,Do Me!,0.109,0.7170000000000001,272533,0.7879999999999999,1.28e-06,11,0.39399999999999996,-6.102,0,0.0369,107.822,4,0.723,,6pNvKPvOknI5zI4o9TB43f,,,
1874,Bell Biv DeVoe Greatest Hits,Bell Biv DeVoe,Hip Hop,Poison,0.0033200000000000005,0.838,261627,0.619,0.006640000000000001,6,0.632,-9.296,0,0.221,111.867,4,0.769,,5xJkY5PiDpInkBPtaArVax,,,
1875,Liquid Swords,GZA,Hip Hop,Liquid Swords,0.41700000000000004,0.7979999999999999,270800,0.624,1.01e-05,7,0.34,-7.249,1,0.391,89.02,4,0.34700000000000003,,2qmxggATKFIeg68guRSG3r,,,
1876,Murda Muzik,Mobb Deep,Hip Hop,Quiet Storm,0.366,0.79,265493,0.728,0.0,2,0.11199999999999999,-9.221,1,0.391,96.978,4,0.40299999999999997,,6nwAubYnLGl7F7cDuOoVLp,,,
1877,Murda Muzik,Mobb Deep,Hip Hop,Modd Muzik,0.35,0.6709999999999999,250667,0.716,0.0,11,0.253,-9.085,1,0.57,180.28799999999998,4,0.541,,3cAko9H1rfeIO1sGl18ru9,,,
1878,Midnight Marauders,A Tribe Called Quest,Hip Hop,Sucka Nigga,0.299,0.774,245080,0.623,0.0,1,0.385,-10.372,1,0.324,86.23299999999999,4,0.9279999999999999,Cool,4DcrZLp19qTdBYqc2bgj3V,Cool,-1.0,-1.0
1879,Greatest Hits,Run–D.M.C.,Hip Hop,It's Tricky,0.000985,0.9570000000000001,183627,0.754,0.0,11,0.067,-11.545,0,0.14300000000000002,127.861,4,0.961,,36TBMtrW4x7bHW8LH8rnRr,,,
1880,How I Got Over,The Roots,Hip Hop,How I Got Over,0.007090000000000001,0.6459999999999999,213773,0.809,0.0,10,0.596,-4.439,0,0.0905,122.179,4,0.843,,51bnnsURQ9bITMraBp4Vbu,,,
1881,Ill Communication (Deluxe Version) [Remastered],Beastie Boys,Hip Hop,Get It Together - 2009 Digital Remaster,0.26899999999999996,0.8540000000000001,245707,0.667,0.0,11,0.11,-6.513,1,0.32799999999999996,100.979,4,0.6659999999999999,,3JaFo8M3MI74dQeKdDlNkM,,,
1882,Ill Communication (Deluxe Version) [Remastered],Beastie Boys,Hip Hop,Root Down - 2009 Digital Remaster,0.335,0.838,211920,0.898,0.000424,0,0.335,-7.4110000000000005,1,0.0956,100.102,4,0.915,,305jsaqcBPgO7FNnIyDmOE,,,
1883,Paul's Boutique (20th Anniversary Remastered Edition),Beastie Boys,Hip Hop,Hey Ladies - 2009 Digital Remaster,0.28600000000000003,0.9490000000000001,227773,0.728,0.0,1,0.0465,-10.652999999999999,1,0.21100000000000002,101.71799999999999,4,0.795,,5ulZo7nk3MByXLvja3NCAc,,,
1884,2001,Dr. Dre,Hip Hop,Still D.R.E.,0.177,0.821,270587,0.774,0.000676,11,0.0577,-3.418,1,0.235,93.425,4,0.547,,503OTo2dSqe7qk76rgsbep,,,
1885,Tical,Method Man,Hip Hop,All I Need,0.0885,0.731,196000,0.488,3.66e-05,4,0.11199999999999999,-11.133,0,0.265,91.914,4,0.16699999999999998,,6KDHudERIEJMFAR76XJrZ1,,,
1886,Tical,Method Man,Hip Hop,Bring The Pain,0.385,0.828,189760,0.45899999999999996,0.00366,6,0.166,-10.202,0,0.272,101.868,4,0.226,,6eDwF11wieCPDzErj3bXwE,,,
1887,"No Seeds, No Stems, Just Hits",Method Man,Hip Hop,How High (Remix),0.18899999999999997,0.5670000000000001,281760,0.861,0.0,6,0.345,-8.334,0,0.7879999999999999,184.967,4,0.688,,5znkjQkB05nTyRs4S6ntHQ,,,
1888,Bad Boy's 10th Anniversary- The Hits,Craig Mack,Hip Hop,"Flava In Ya Ear Remix - feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage",0.272,0.52,302013,0.847,0.0,9,0.325,-5.3,1,0.42700000000000005,177.37099999999998,4,0.799,,5PbFD3AIyunz5HxocduA9e,,,
1889,Bad Boy's 10th Anniversary- The Hits,Diddy,Hip Hop,I'll Be Missing You (feat. 112),0.0522,0.862,301520,0.479,0.00126,7,0.589,-9.199,1,0.0646,109.87799999999999,4,0.925,Energizing,3QHONiXGMGU3z68mQInncF,Energizing,2.0,0.0
1890,Bad Boy Greatest Hits Vol. 1,112,Hip Hop,Only You (feat. Notorious B.I.G. and Mase),0.0162,0.764,290040,0.502,0.0,8,0.0569,-6.392,1,0.0508,95.95200000000001,4,0.779,,7o7rrKyfqGo5xw318JNFUb,,,
1891,Ice Cube's Greatest Hits (Clean),Ice Cube,Hip Hop,We Be Clubbin' - Edited,0.0489,0.912,288600,0.8370000000000001,0.0,10,0.348,-3.964,0,0.26,95.211,4,0.603,,0zfYUOGWEHB81EHv4t3FDv,,,
1892,The Essentials,Ice Cube,Hip Hop,It Was A Good Day,0.135,0.78,260307,0.754,0.0339,5,0.0467,-5.377000000000001,0,0.0949,82.395,4,0.81,,2MuJbBWAVewREJmB8WdGJ3,,,
1893,The Essentials,Ice Cube,Hip Hop,Check Yo Self,0.121,0.848,222467,0.6629999999999999,0.0009390000000000001,1,0.113,-6.702999999999999,1,0.172,101.072,4,0.743,,6juIzbXd7ERNLhYCcOpi7u,,,
1894,Greatest Funkin' Hits,Ice Cube,Hip Hop,Bop Gun (One Nation) - Radio Edit,0.429,0.857,287200,0.889,5.21e-06,6,0.14300000000000002,-4.382,1,0.0795,103.072,4,0.816,,25CTHkVyWqMtvbWPcZrd7M,,,
1895,Judgement Night: Music From The Motion Picture,Sonic Youth,Hip Hop,I Love You Mary Jane,0.00235,0.643,229267,0.271,0.461,0,0.546,-16.505,0,0.0842,79.402,4,0.263,,4eObWNJwTvfQe66wIzfHjb,,,
1896,CYPRESS HILL,Cypress Hill,Hip Hop,Hand On the Pump,0.0759,0.826,243027,0.6579999999999999,1.86e-05,0,0.235,-10.952,1,0.302,98.05,4,0.5710000000000001,Cool,6XaCxxYq6k06pQwciUNomc,Cool,-1.0,-1.0
1897,CYPRESS HILL,Cypress Hill,Hip Hop,How I Could Just Kill a Man,0.000722,0.769,252240,0.675,0.000149,6,0.0904,-13.325999999999999,1,0.0724,101.884,4,0.8029999999999999,,6WceXj9vvlxVyRCkDXt4nI,,,
1898,Eazy-Duz- It/5150 Home 4 Tha Sick (World) [Explicit],Eazy-E,Hip Hop,Boyz-N-The-Hood - Remix;,0.033,0.863,382027,0.593,0.0,7,0.16,-5.835,1,0.33899999999999997,87.829,4,0.767,,1o9WXGGhLzMiWeKzWocjmL,,,
1899,It's On (Dr. Dre) 187um Killa,Eazy-E,Hip Hop,Real Muthaphuckkin G's,0.0174,0.735,332627,0.797,0.0,11,0.62,-4.611000000000001,0,0.285,170.44400000000002,4,0.731,,1heUTaryu6xDcGk7NJLVnF,,,
1900,The Miseducation of Lauryn Hill,Ms. Lauryn Hill,Hip Hop,Ex-Factor,0.11800000000000001,0.593,326533,0.619,0.0,3,0.484,-9.003,0,0.0976,80.02,4,0.6679999999999999,,61AsTu6vfuLieRBzhjskSy,,,
1901,Jazzmatazz Volume II: The New Reality,Guru,Hip Hop,Lifesaver,0.27,0.728,253144,0.489,1.8e-06,1,0.622,-12.137,1,0.196,92.04299999999999,4,0.664,,6pvd8OBnYlV6FqskUOvWlx,,,
1902,20th Century Masters: The Millennium Collection: Best Of Heavy D & The Boyz,Heavy D & The Boyz,Hip Hop,Now That We Found Love,0.0308,0.7340000000000001,257707,0.9,0.0,8,0.157,-7.865,1,0.0799,119.944,4,0.6920000000000001,,2Wy0bgXA9RXR9MRWYZ1ftP,,,
1903,Number Ones,Janet Jackson,Hip Hop,Love Will Never Do (Without You),0.0439,0.727,274893,0.988,0.0013,1,0.129,-4.577,1,0.0426,103.179,4,0.6,,2fXIpPInm70t1vMRm82Kar,,,
1904,Number Ones,Janet Jackson,Hip Hop,Miss You Much,0.00695,0.6679999999999999,252507,0.9840000000000001,0.000242,6,0.079,-5.321000000000001,0,0.0406,115.18,4,0.733,,4txi7ysxOA46aKO3L6MpxA,,,
1905,Number Ones,Janet Jackson,Hip Hop,If,0.0468,0.6679999999999999,272133,0.9890000000000001,0.00047699999999999994,11,0.451,-2.8819999999999997,0,0.0979,105.573,4,0.444,,1YMFIoKO9zwO15BChkyoaM,,,
1906,Number Ones,Janet Jackson,Hip Hop,I Get Lonely,0.20800000000000002,0.812,241493,0.493,1.64e-06,7,0.0696,-6.627000000000001,0,0.0433,125.096,4,0.579,,1mLKSyX7SicU1SSo0k3oId,,,
1907,Hard Core,Lil' Kim,Hip Hop,Big Momma Thang,0.0621,0.8740000000000001,256867,0.716,1.39e-05,9,0.253,-5.859,0,0.252,95.587,4,0.674,,0JRB0l3igltUQX1OmKyORy,,,
1908,Hard Core,Lil' Kim,Hip Hop,Spend A Little Doe,0.23199999999999998,0.679,335093,0.619,0.0008730000000000001,10,0.10800000000000001,-9.833,0,0.27699999999999997,82.02799999999999,4,0.6409999999999999,,1vI4g9y59LDlG1yh29rjt1,,,
1909,Survivor,Destiny's Child,Hip Hop,Bootylicious,0.00281,0.84,207907,0.835,1.11e-06,1,0.152,-4.386,0,0.275,103.376,4,0.637,,65B6dCvjOPVuxZBK2Yja1n,,,
1910,#1's,Destiny's Child,Hip Hop,"No, No, No Pt. 2 - #1's Edit",0.218,0.757,195373,0.523,0.0,5,0.17300000000000001,-4.703,0,0.0951,90.891,4,0.732,Energizing,1FYTLaK91lcle52ZVFh0QK,Energizing,2.0,0.0
1911,Legal Drug Money,Lost Boyz,Hip Hop,Renee,0.0541,0.78,293867,0.456,0.0,4,0.14,-10.016,0,0.187,91.99700000000001,4,0.515,,71mNLAZsr1frFhpCa3JI8G,,,
1912,Ill Na Na,Foxy Brown,Hip Hop,I'll Be,0.0156,0.873,178600,0.597,0.0,11,0.324,-9.161,0,0.41700000000000004,105.93299999999999,4,0.474,,6Ag4SYLUGFdnJrCwUIb4mT,,,
1913,Legal Drug Money,Lost Boyz,Hip Hop,Music Makes Me High,0.00297,0.8390000000000001,270973,0.617,0.0,1,0.268,-3.405,1,0.177,94.141,4,0.536,,7MAUQy99aM2AutCLYPj2Cb,,,
1914,Oochie Wally,Nas,Hip Hop,Oochie Wally - Remix,0.0564,0.619,300559,0.7190000000000001,0.00125,7,0.77,-6.9239999999999995,1,0.322,93.53299999999999,4,0.722,Cool,4F8FfoCCovgRfFMpQRKPMb,Cool,-1.0,-1.0
1915,ODB Greatest Hitz,Ol' Dirty Bastard,Hip Hop,Fantasy (Remix) (Feat. Mariah Carey),0.0347,0.8270000000000001,280503,0.574,0.0,2,0.069,-6.957000000000001,1,0.0828,102.645,4,0.838,Cool,7CVtCWuXTiHXyBhN6y4N2M,Cool,-1.0,-1.0
1916,Liquid Swords,GZA,Hip Hop,Shadowboxin',0.00704,0.7040000000000001,209973,0.642,1.43e-06,1,0.161,-10.11,1,0.39,92.09,4,0.72,,5wLbH0gCmtaczMZbFfafXY,,,
1917,Beneath The Surface,GZA,Hip Hop,"Stringplay (Like This, Like That)",0.00162,0.779,198107,0.573,0.00123,7,0.0537,-6.499,1,0.0897,90.059,4,0.7340000000000001,,3VG3nd31F4DwSuDMOz00ZM,,,
1918,Essential R&B 2010,JAY Z,Hip Hop,"Girls, Girls, Girls",0.0419,0.541,274373,0.9520000000000001,0.0,5,0.12300000000000001,-3.102,1,0.326,83.10700000000001,4,0.7559999999999999,,41LYzwAI0C7zM1vQGXtRfK,,,
1919,All World 2,LL Cool J,Hip Hop,Around The Way Girl,0.004529999999999999,0.777,245147,0.7340000000000001,0.0113,1,0.317,-7.882999999999999,1,0.171,101.141,4,0.706,Cool,09QzNh142s95CTl70xCoig,Cool,-1.0,-1.0
1920,All World 2,LL Cool J,Hip Hop,Big Ole Butt,0.0117,0.9259999999999999,276667,0.755,0.0,6,0.242,-6.867000000000001,0,0.225,98.087,4,0.866,,57mgSDDueqTEmAvbNPpKqY,,,
1921,Legacy (Deluxe Edition),LL Cool J,Hip Hop,Hey Lover,0.33799999999999997,0.7070000000000001,284707,0.47700000000000004,0.0,5,0.10800000000000001,-10.931,0,0.0683,88.075,4,0.513,,1eQZwiUWnnrem5a7sSexZd,,,
1922,Mr. Smith,LL Cool J,Hip Hop,Doin' It,0.381,0.8029999999999999,293933,0.537,0.0283,10,0.11699999999999999,-11.503,0,0.23800000000000002,95.02600000000001,4,0.588,,1mU0es3QUBRAxKkYvTANpG,,,
1923,Best of Old School Hip-Hop,Positive K,Hip Hop,I Got a Man,0.0831,0.8029999999999999,232307,0.746,0.0,7,0.341,-13.365,1,0.11,103.72399999999999,4,0.789,,2IOIU3u1iNUcvZXfeeyAll,,,
1924,Come Home With Me,Cam’ron,Hip Hop,Oh Boy,0.0287,0.75,204707,0.7709999999999999,0.0,11,0.109,-5.622999999999999,1,0.21,83.064,4,0.8220000000000001,,4gdQ8QShlC3toP9Mkc8DwB,,,
1925,2001 (Explicit Version),Dr. Dre,Hip Hop,Xxplosive,0.191,0.767,215267,0.8809999999999999,8.29e-06,1,0.139,-4.359,1,0.109,169.049,4,0.9390000000000001,,2g9E9UyZ3pdJ1eqUQW0tfQ,,,
1926,Me And My Homies,Snoop Dogg,Hip Hop,Lodi Dodi,0.065,0.556,302133,0.524,0.0,8,0.0934,-8.481,1,0.0788,78.408,3,0.59,,1T9djZ7bUVxGVpidHcChsR,,,
1927,No Nose Job: The Legend Of Digital Underground,Digital Underground,Hip Hop,Same Song,0.0325,0.8140000000000001,238980,0.713,0.0,1,0.095,-9.256,1,0.162,103.186,4,0.703,,4gIQVgw3aDEmugW3n4iSlF,,,
1928,No Nose Job: The Legend Of Digital Underground,Digital Underground,Hip Hop,The Humpty Dance,0.10099999999999999,0.8420000000000001,390544,0.589,0.0,10,0.16399999999999998,-10.86,0,0.275,103.51299999999999,4,0.6579999999999999,,6fuVJB15oz5arfStXweNyh,,,
1929,No Nose Job: The Legend Of Digital Underground,Digital Underground,Hip Hop,Kiss You Back - Smack On The Cheek Mix,0.0233,0.841,221633,0.6940000000000001,0.0,9,0.24100000000000002,-9.32,0,0.124,113.12,4,0.804,Cool,7gYgJs4QONcBcCE9mbx6pO,Cool,-1.0,-1.0
1930,400 Degreez,Juvenile,Hip Hop,Back That Azz Up,0.017,0.877,265600,0.71,0.0,7,0.1,-7.058,1,0.139,95.83200000000001,4,0.51,,6o2g1BJvtYQssH84kBYs7y,,,
1931,6 Pack (Explicit Version),Nelly,Hip Hop,Hot In Herre,0.222,0.9690000000000001,228653,0.72,0.0,9,0.0622,-4.904,0,0.159,107.086,4,0.899,Cool,6BFy7jDjmBIero9RvFyiFR,Cool,-1.0,-1.0
1932,Rainbow,Mariah Carey,Hip Hop,Heartbreaker,0.384,0.524,285707,0.816,0.0,1,0.349,-5.872000000000001,1,0.37,200.03099999999998,4,0.789,,0jsANwwkkHyyeNyuTFq2XO,,,
1933,Destiny Fulfilled,Destiny's Child,Hip Hop,Soldier ft Lil Wayne,0.0444,0.878,325573,0.41700000000000004,0.0,7,0.0833,-6.7989999999999995,1,0.361,77.49,4,0.904,,4FTOpNYcGxnQdGNWSxIcio,,,
1934,Ultimate D'Angelo,D'Angelo,Hip Hop,Untitled (How Does It Feel) - Edit,0.212,0.8,259840,0.40700000000000003,0.0183,4,0.35600000000000004,-7.242000000000001,0,0.057999999999999996,112.602,3,0.336,,3mz1kmUWrrbJsoAx6rFRc7,,,
1935,Brown Sugar,D'Angelo,Hip Hop,Brown Sugar,0.53,0.718,262893,0.486,0.0342,9,0.102,-8.342,1,0.168,83.07700000000001,4,0.589,,3tyUh8UpK0PVu00AjbP1UG,,,
1936,Ultimate D'Angelo,D'Angelo,Hip Hop,Lady - Radio Edit,0.16899999999999998,0.809,246760,0.446,0.007640000000000001,8,0.0613,-8.946,0,0.0929,84.905,4,0.7759999999999999,,1hp5TYhnsH4FBQSsR7RpJK,,,
1937,Ultimate D'Angelo,D'Angelo,Hip Hop,Brown Sugar - Radio Edit,0.491,0.718,243640,0.5539999999999999,0.0010199999999999999,9,0.11800000000000001,-6.541,1,0.161,83.074,4,0.514,Sensual,1YMn9N6JbLfefxmzSWm2jA,Sensual,0.0,0.0
1938,Ultimate D'Angelo,D'Angelo,Hip Hop,Cruisin' - Radio Edit,0.251,0.43700000000000006,238827,0.583,0.000162,1,0.25,-9.841000000000001,0,0.177,76.583,4,0.365,,3c3yFXZw7ECjgyTzqiAVyM,,,
